lnwage,educ
5.3466501,11
5.9524941,8
5.9012141,12
6.0305352,11
5.6648951,20
5.729413,11
5.9012141,15
6.8686352,20
6.5512228,12
7.0509391,16
6.3491731,11
6.6455159,14
4.830811,12
6.8884349,17
6.3578758,12
7.0608888,10
6.512002,12
4.8291469,12
6.0149841,12
6.4211531,13
6.047781,14
6.3689971,18
6.1347742,12
6.7632852,16
6.047781,12
5.9524941,12
5.075799,12
6.8686352,18
6.7973609,20
6.3239799,12
5.7857461,15
6.733974,15
6.1098881,16
6.7852621,16
6.9486771,20
6.006969,12
4.9983811,16
6.1553888,20
5.4418349,13
6.806766,17
6.9941978,15
6.3578758,17
6.047781,15
5.8745532,12
5.6054339,12
6.806766,20
4.1251159,12
6.3578758,15
6.283524,14
6.4830189,12
6.6455159,12
6.580986,20
6.096128,14
6.2981901,12
5.6648951,12
5.5218449,14
7.0233588,16
5.8471608,16
7.260644,16
6.347827,16
5.8863821,17
5.4422512,14
6.6455159,20
4.875742,14
6.1000171,16
5.9524941,12
6.2447271,16
6.163578,18
6.5942292,12
5.991715,14
6.1655388,16
6.1606798,8
5.6648951,12
6.0308242,19
6.1427088,14
6.1755872,16
6.0922232,12
5.4418349,14
6.0870018,12
5.608294,16
5.940434,12
5.2595968,7
4.6287541,13
6.7178278,10
6.512002,18
5.9636512,12
6.1347742,12
6.2148581,12
6.3578758,12
5.0793719,13
3.365304,19
6.2043629,13
6.3077421,13
5.8890381,13
6.0599771,12
6.512002,15
6.3341179,18
5.9012141,12
5.5219612,14
5.9524941,15
6.7632852,16
6.2018609,12
7.755125,15
5.653501,12
5.790019,7
6.492094,16
5.4073482,4
6.2525339,12
4.9423561,4
5.5218768,14
5.3213458,13
6.3239799,20
6.3301659,12
6.0904832,15
6.3578758,13
6.1755872,16
6.0922232,12
7.2740002,16
5.012301,19
6.3578758,13
4.749104,18
5.8471608,14
6.0653491,12
6.3906598,13
6.8686352,15
6.1755872,17
6.3011131,12
6.4224038,20
5.5585432,14
5.5063472,12
6.5387802,12
6.3747301,10
6.4366741,16
4.6810622,11
6.3230348,12
5.729413,11
5.1542921,12
6.0119171,10
5.798059,15
5.6807628,12
5.4418349,16
6.3239799,10
6.3018279,20
5.9524941,12
6.214808,9
6.2148581,12
6.0922232,20
6.0922232,14
6.4918032,18
4.2219558,12
5.522294,14
6.3841891,17
5.9012141,11
6.5091419,16
6.4227161,17
6.5222402,18
6.4531708,14
6.512002,17
4.8182631,12
6.0012722,14
7.2740002,14
6.512002,16
6.4531708,16
6.0012722,12
2.961499,17
6.2888951,16
5.5218449,10
5.1542921,16
4.97328,12
6.1240311,16
6.0878668,14
5.8092389,12
4.5629449,20
6.3578758,13
6.2708788,16
5.1123352,12
5.87465,12
6.047781,12
5.839355,16
5.615344,12
6.3578758,18
6.002224,12
5.9012141,11
6.0154529,14
6.1755872,11
5.6843128,9
5.729413,8
3.70209,10
6.5879631,10
5.729413,11
5.5640049,12
5.581542,12
6.315671,12
5.729413,7
5.4826398,9
6.1755872,20
6.0012722,12
6.1195478,18
7.2740002,16
6.6943002,14
6.047781,12
6.25563,20
-1.2431901,8
5.9012141,12
6.1122241,12
6.0922232,12
6.5921879,17
5.9918218,10
3.6276691,14
5.9524941,16
6.8884349,7
5.8707628,12
6.1278238,12
6.2147999,12
5.804677,9
7.4190812,12
5.8959379,12
6.311141,12
5.9524941,12
6.3495088,17
5.830359,13
6.4464831,17
5.729413,11
6.0012722,12
4.8293128,12
5.0365782,12
5.8745532,12
5.1542921,6
7.0509391,16
6.512002,16
6.5401688,16
7.601027,16
5.6950908,12
5.1957312,12
5.8702202,12
5.2187328,12
5.6648951,8
5.5829902,2
5.0365782,12
7.0997262,16
6.2376108,16
5.6648951,12
6.11584,16
5.6648951,11
5.5218449,11
5.3542252,13
5.6648951,14
5.9524941,14
5.581542,10
6.3612032,16
6.2888951,16
5.1542921,13
5.6648951,12
5.193491,12
6.2828059,12
5.099515,12
5.2891412,11
4.0584521,0
5.29915,12
6.019134,16
5.2595968,12
6.1183939,14
5.9844689,14
4.0020752,12
6.6202011,16
6.5048351,20
6.4366741,17
6.6873722,18
5.6648951,14
6.1755872,9
5.4418349,9
5.2595968,5
7.1313992,15
5.9012141,12
6.4224038,18
5.4418349,12
6.2525339,12
6.2540212,12
5.2595968,11
6.0322099,10
6.3578758,16
6.4224038,14
6.0289731,17
5.6030412,12
5.4422512,14
5.8782611,14
6.1347742,12
5.9524941,14
6.6455159,12
6.3578758,12
5.6648951,10
6.512002,12
5.480238,8
5.678793,17
5.8132691,12
5.6554089,12
5.5059242,12
5.6396141,12
5.3548608,12
6.1347742,12
6.3578758,16
5.790019,11
6.512002,16
6.3239799,14
6.145853,12
5.8471608,7
5.7199841,12
7.2740002,17
5.7168379,12
5.6247811,12
6.5672941,13
5.8382349,10
6.1742029,10
6.3906598,12
6.4804778,12
6.0012722,9
6.089612,10
6.5002379,10
5.5858788,12
4.4186091,12
6.1755872,10
6.5433121,15
5.4036298,8
6.0206032,12
6.1188169,12
6.11797,12
5.76298,12
6.0922232,13
5.5959258,12
5.5510201,10
4.3440552,12
5.3066158,8
5.7449379,8
5.4418349,16
5.5959258,9
5.7467561,8
5.1352329,12
6.0400171,7
6.1992989,10
5.9199791,8
5.7107029,11
5.258728,9
5.2595968,5
5.3992929,12
6.1347742,13
6.6455159,16
3.851016,12
5.729413,10
5.9864039,12
5.991715,12
6.2888951,14
4.2248669,12
6.2525339,12
6.0878668,8
6.25563,9
6.1347742,12
5.8609509,12
6.5275922,18
6.1631122,12
6.2820868,10
5.9273429,7
3.490077,11
6.3135829,18
6.1755872,12
6.0196691,8
6.1347742,5
5.473805,10
6.0922232,13
3.7472391,12
5.8724699,10
5.729413,15
5.596283,10
5.9012141,13
6.2888951,12
6.5506678,14
6.2562299,9
6.1347742,10
6.3170609,12
5.7168379,12
4.7284932,16
6.2888951,12
6.5702629,18
5.9639249,14
6.0280471,14
6.320219,16
5.5959258,14
5.8095002,16
5.3548608,12
6.5401688,20
5.8449368,12
3.448154,15
6.512002,12
5.5959258,12
5.747983,12
5.6761608,7
5.8848009,12
6.009059,12
5.9064622,10
6.2525339,13
5.9524941,7
5.8680472,12
5.4826398,8
5.0660172,16
5.3485951,8
5.9887171,6
5.7976351,12
6.532577,9
6.3578758,12
5.5959258,9
5.4826398,10
5.2083302,8
5.2595968,9
5.1816759,9
5.729413,7
5.8359909,12
6.5942292,16
6.0523152,13
6.3595409,12
6.118988,12
5.3244162,8
5.2394042,14
5.4418349,11
5.8863821,17
7.2279558,17
5.8471608,12
5.6608882,12
5.6582079,8
5.5218449,8
5.5959258,12
5.9524941,12
5.2595968,8
6.0922232,12
6.2917538,11
6.1188169,13
6.947072,20
5.5484018,6
5.7686329,11
6.1755872,12
5.8471608,11
5.2585969,12
6.3308339,12
4.7296939,10
6.3219061,20
5.8471608,9
5.3710852,11
5.5959258,12
3.5869851,12
5.521915,9
6.3239799,16
6.1090341,14
5.657537,12
5.9524941,17
5.4731712,7
5.729413,9
6.2258902,12
5.729413,9
5.790019,12
6.0012722,12
5.761991,14
6.047781,11
5.8906341,10
5.1708121,8
5.3969641,12
4.6987309,10
5.0408921,8
5.723145,12
5.7405958,14
5.517221,9
5.7644072,12
5.729413,12
5.7193661,12
6.1285052,14
6.2636361,20
5.6728611,12
6.3906598,18
5.5218449,12
6.567565,18
4.808527,18
6.047781,14
5.7888422,9
5.2595968,7
5.4826398,1
5.901608,7
6.6455159,15
5.9509931,12
6.1137252,12
5.6976738,13
6.0935259,12
6.0012722,10
5.790019,12
5.8926802,12
7.2740002,17
6.0599771,9
5.9524941,12
5.6196589,7
6.047781,12
6.3612032,12
6.6455159,14
5.46733,12
5.308363,11
6.2888951,16
6.3101459,18
5.0968132,12
5.788836,12
5.7066631,6
5.6648951,12
5.9012141,9
5.5959258,12
5.790019,13
5.522016,15
5.4826398,12
6.4425101,12
6.047781,17
6.6455159,16
6.3906598,12
5.9012141,12
6.1957779,16
6.0922232,10
5.9012141,9
6.0012722,14
6.0649028,14
5.4418349,10
6.369473,14
6.4531708,16
6.7178278,16
6.9639359,16
5.790019,14
6.089612,12
8.2072659,16
5.5610662,12
5.4713812,9
6.036355,16
6.0012722,12
5.729413,12
5.7929549,10
6.014493,10
5.948257,12
5.4418349,12
5.0365782,12
6.2635808,15
5.5218449,9
5.8246951,12
6.6033959,14
5.6976738,9
5.790019,12
4.749104,17
5.944663,12
6.3086939,12
6.0271192,12
6.512002,11
5.7455268,20
6.11797,16
5.9524941,12
5.8471608,10
6.6847682,13
6.204752,12
5.964222,12
6.0657959,9
6.2888951,12
6.0073528,14
6.3315358,12
6.2391129,12
5.9524941,13
6.1094608,12
5.9524941,12
4.318821,20
5.9012141,12
5.5610662,12
5.2987981,9
6.0012722,8
5.7565331,12
6.3578758,20
6.1755872,12
6.2613821,17
6.0590782,12
6.1755872,16
6.6807289,20
6.0922232,18
5.9012141,13
6.0012722,9
5.4951172,19
6.1755872,15
5.9012141,8
5.787497,12
5.8471608,12
6.0464172,12
6.1755872,12
6.047781,12
6.002789,12
4.749104,19
5.7441149,12
6.1553888,9
6.3578758,12
6.2148252,12
6.0922232,12
5.5218449,12
5.790019,14
5.4334698,7
5.9801021,12
5.8582902,10
5.0757751,15
5.8449368,11
5.5272141,9
5.4810562,8
5.7073021,12
4.749104,12
6.3906598,17
6.0012722,12
5.0489931,7
5.729413,12
5.2595968,15
5.9322958,14
5.4591761,12
5.4334698,12
4.4847388,12
5.9698381,14
5.3548608,8
5.5669489,12
6.6455159,14
2.6461749,12
4.9159389,7
5.872963,17
6.1520681,10
5.729413,14
5.2595968,12
6.81668,12
5.7275372,19
6.706604,18
6.1755872,12
6.1196628,16
6.567565,17
5.9524941,14
5.8471608,9
6.047781,14
5.0729389,9
5.476222,12
6.512002,14
5.4418349,12
5.2881699,12
5.8132691,17
5.790019,11
6.172266,10
3.7472391,8
7.0509391,15
6.1347742,12
5.4826398,12
5.8799419,12
6.1508899,12
6.2888951,13
5.9524941,11
6.7852621,16
6.203836,12
5.2041121,4
6.047781,12
5.6240869,12
6.413301,20
6.5401688,19
6.1755872,12
6.1425371,12
5.6648951,12
6.3906598,11
6.3578758,12
6.6202402,19
6.2636361,17
6.047781,12
5.97718,13
6.0119171,9
5.6648951,12
5.2380362,8
5.9095969,11
5.7842102,6
6.2376108,12
5.3548608,10
5.790019,12
6.2888951,17
6.127337,16
5.9524941,12
5.0514569,17
6.047781,8
6.047781,11
5.9524941,9
6.0922232,18
5.5218449,12
6.9079218,12
6.2525339,12
6.0012722,10
5.8583298,17
5.4418349,14
5.8718472,12
6.0719161,8
5.8766928,11
6.047781,12
6.2888951,19
5.729413,12
5.790019,19
6.8002381,17
6.1755872,20
4.9031358,17
6.6202011,17
5.6648951,17
6.3578758,17
7.2740002,17
6.2888951,16
6.7035422,16
5.0372019,16
5.5959258,10
6.567565,16
7.2740002,14
5.4309468,12
6.1300611,16
6.827817,17
5.5218449,10
6.007287,14
5.8863821,19
5.395853,17
7.2740002,18
5.6648951,12
7.0509391,18
6.6912012,20
7.2740002,16
6.003593,16
5.6648951,16
5.328156,8
7.0509391,16
5.9333162,10
6.3683329,12
5.8126941,12
6.7632852,15
5.9524941,17
5.2595968,18
6.7632852,13
5.4418349,12
5.7368822,12
4.5226941,8
5.3548608,12
4.7883248,16
6.1739941,20
6.1755872,12
6.321218,14
5.0990348,12
5.991715,12
6.2672372,9
6.3578758,12
6.2810078,11
3.5470719,12
5.7686329,11
6.338696,14
6.9178009,16
6.047781,20
5.0365782,11
5.4418349,16
6.047781,12
6.2845998,16
6.1965618,12
5.801712,8
5.729413,14
6.3578758,20
6.6943002,14
6.306591,16
3.1429911,11
5.784121,10
6.3239799,12
6.4066582,14
5.9064622,12
6.2888951,12
6.150403,10
5.5959258,12
6.802506,20
5.4301038,14
6.0804172,19
6.047781,12
5.234334,13
5.8415918,11
5.9409771,10
6.7168322,18
5.4810562,16
6.7632852,17
5.738122,10
6.145134,12
5.9524941,12
6.2147999,11
5.9844689,12
5.6648951,12
6.1347742,12
5.5959258,8
3.365304,12
6.1347742,3
6.0523829,11
5.8745532,12
5.481039,12
6.6340041,20
6.9078512,16
6.526185,16
5.9917049,12
6.6455159,13
5.7433238,18
6.5942292,15
6.437952,17
6.0922232,17
6.8686352,17
6.2508192,15
6.567565,17
6.4098272,12
6.4273901,14
6.3511882,16
5.9917049,12
7.2740002,13
6.5401688,16
5.6648951,17
6.3135829,16
5.8745532,13
6.0702491,16
5.7041988,12
6.3578758,12
7.2740002,20
6.3578758,13
6.1755872,12
6.3030772,12
6.2917538,11
6.2525339,14
7.7272811,13
5.9766049,12
6.2147999,20
6.5401688,16
4.81359,11
6.0523829,12
7.0509391,12
6.8686352,16
3.8748,11
6.0012722,12
6.8686352,12
6.8686352,15
6.0312858,12
6.9639359,16
5.9012141,8
6.1347742,12
6.8686352,16
6.1553888,17
6.4465818,18
5.9524941,12
5.5256829,12
6.827817,12
6.3578758,12
6.1347742,14
6.047781,15
5.729413,11
5.981256,12
4.9628448,12
5.7876639,14
7.2740002,16
5.5218449,9
4.383276,12
6.1347742,16
6.3057971,17
6.848434,16
6.4771652,19
6.5345988,12
5.9524941,14
5.9524941,12
5.8874922,12
6.2262712,12
6.4464831,19
5.2595968,12
5.52246,11
6.2281699,20
5.8471608,12
6.5219092,18
5.8189979,12
6.3187799,12
6.0870018,11
6.4771652,18
6.827817,20
6.3311939,12
6.047781,14
6.1898818,8
6.4831662,12
5.6648951,12
6.3906598,15
5.6648951,14
6.0922232,16
3.5743959,15
6.4224038,12
6.0922232,11
4.6407371,12
6.4531708,12
6.7852621,20
6.218255,19
5.8499341,13
6.1553888,12
6.0922232,14
5.6648951,12
5.9524941,20
6.0518632,14
5.9499912,12
6.13515,10
5.9917049,16
4.8458509,12
4.0229449,11
5.8189979,9
6.2752328,17
5.7781882,9
5.8471608,12
6.306591,11
5.0782938,10
6.444345,18
5.9083552,14
6.1755872,13
3.8748,12
5.9529939,12
6.0285101,12
5.3548608,8
5.6648951,10
5.9524941,13
5.9272041,12
5.9524941,12
5.3639069,12
6.4531708,17
6.2124901,12
6.1590552,19
6.1347742,16
5.9524941,13
5.3701911,12
6.1347742,12
5.7898512,12
5.9499912,12
5.9714742,12
5.822989,13
4.8067498,8
5.6839199,14
5.8863711,12
5.2483392,15
6.2643142,12
6.1755872,16
5.9524941,12
5.5110221,14
7.102191,12
6.3058891,12
6.1675568,12
6.2525339,8
5.4810562,3
5.9012141,12
3.6521561,12
6.3906598,20
6.0012722,12
5.1655002,12
5.9524941,12
6.512002,16
5.729413,12
5.790019,12
6.8686352,16
4.5669489,11
5.8471608,14
6.1200862,12
6.0870018,12
6.57939,12
6.1755872,16
5.1542921,12
6.047781,15
5.6628938,8
5.3683991,14
5.4826398,11
6.047781,20
6.6536531,20
5.97718,2
6.0922232,13
5.9012141,7
5.6310048,12
5.7686329,12
5.2595968,12
5.2595968,3
6.2525339,12
6.2147999,20
5.9757161,18
6.0294361,13
5.8471608,13
6.512002,14
6.1347742,12
6.040493,19
6.2147999,10
6.2562299,19
6.3578758,14
5.2595968,15
5.9524941,10
6.3730898,13
6.773674,12
5.31074,8
6.0922232,14
6.047781,16
6.2376108,16
5.476222,16
5.930387,12
5.8582082,10
3.509495,14
5.790019,14
6.643013,16
6.0922232,16
5.729413,12
5.5218449,15
4.8291469,10
4.7414479,12
5.4534292,16
5.8794851,12
6.3971381,17
6.2700982,15
6.1492491,16
5.7449379,12
6.1942091,18
6.1347742,17
6.8766022,12
6.5928588,12
6.1347742,12
6.0012722,15
6.2147999,13
6.6919169,17
5.6648951,12
6.047781,12
7.2262788,18
7.2740002,16
6.0012722,18
6.4804778,12
6.3891611,12
6.136023,12
6.6455159,18
6.6702061,14
5.8471608,11
6.4830189,20
6.827817,16
6.5048351,16
7.2740002,20
4.3191528,17
7.2740002,18
7.2740002,16
5.3886442,10
6.354537,12
7.0901599,12
6.368814,18
5.8761721,8
6.4682059,18
6.4379048,16
5.5218449,12
5.9524941,13
6.0012722,16
6.0012722,20
6.848434,14
6.4224038,16
6.1095252,17
5.4418349,14
6.0922232,12
5.473805,7
5.6662269,11
6.4546838,20
3.0563569,3
5.9524941,12
5.9722919,10
5.97718,14
5.1172452,11
5.850605,12
6.040493,10
6.047781,12
5.8471608,12
5.3187799,12
6.6455159,18
5.8415918,12
7.1687131,20
6.173986,17
5.2595968,12
6.5306811,16
5.3457332,20
5.8471608,7
6.0707378,12
6.0119171,12
6.0012722,12
6.131444,12
5.5644369,12
5.6873598,18
5.4418349,12
4.643836,20
5.7601752,12
4.4555092,8
6.1381011,12
6.1347742,12
5.177887,12
5.790019,17
5.5640049,9
6.4066582,11
5.9917769,10
6.0012722,12
6.2147999,14
6.047781,16
6.3578758,12
5.8745532,12
6.2888951,16
5.9524941,12
5.8341398,17
6.3308511,14
5.1167102,10
5.7319088,10
5.9883351,13
5.9974561,18
5.9801021,11
6.5132618,12
6.1755872,14
6.047781,12
5.826705,15
5.8471608,14
4.9824638,13
5.4746108,12
5.729413,3
4.8694558,17
6.0023098,12
5.4418349,8
5.2988172,12
7.0139332,12
6.3578758,12
5.3742089,16
6.4379182,17
6.3632011,18
5.6648951,18
4.829083,7
6.040493,16
5.3548608,10
6.951128,18
5.729413,10
5.5758181,8
6.4224038,8
5.2595968,7
5.6240869,12
6.0971379,12
5.2260571,9
6.1755872,12
5.9524941,12
5.4531822,7
5.807507,12
6.1278238,17
3.490077,8
5.2987981,7
6.3325758,7
5.9752278,12
5.4810562,12
5.5959258,13
6.4622192,16
6.4830189,16
6.047781,12
5.5959258,8
6.0922232,18
7.1309762,16
6.1755872,16
6.1103148,16
6.1347742,12
6.4224038,12
4.0893321,16
4.9312868,12
6.1259871,12
5.729413,16
6.3906598,14
6.2525339,14
5.6514769,12
5.8471608,12
6.7632852,12
6.0012722,11
6.2888951,12
5.790019,12
6.047781,10
6.381588,9
5.0365782,3
5.2988172,5
6.047781,8
5.9722919,16
5.6944442,15
6.1137252,17
6.2888951,13
5.8365521,13
6.4736452,8
6.580986,16
5.5218449,12
6.2140312,16
5.3548608,14
5.9624419,13
5.4172111,9
5.0180898,12
6.3906598,19
5.8471608,16
5.2595968,12
5.1542921,12
5.4810562,9
5.6171212,12
6.1072049,16
6.995079,16
6.2888951,12
5.9220419,6
6.0657959,12
5.6446991,12
6.1553888,12
6.173986,12
5.5220861,10
5.9012141,12
5.3681431,11
5.9532428,10
5.790019,14
5.2595968,12
6.6455159,12
6.512002,20
5.9569831,16
4.922554,14
5.3346682,10
6.6455159,16
6.1347742,3
5.7193661,16
6.2148581,13
5.011302,13
5.0365782,6
5.5218449,10
5.4418349,8
6.2888951,16
6.320219,12
6.047781,16
5.9524941,5
5.729413,9
5.6365051,12
5.8471608,11
6.1347742,12
6.437952,16
5.9271822,12
5.6648951,12
5.9524941,12
6.7960711,13
5.7662148,12
5.8471608,14
5.6247811,12
5.5750022,12
5.729413,12
5.790019,12
5.4418349,12
6.1488771,12
6.1755872,15
5.729413,13
6.1755872,12
5.5268631,14
5.9272041,13
5.9599848,10
4.7917342,8
5.9012141,13
5.8292398,12
6.1347742,12
3.324621,12
5.8745532,16
5.6702118,12
5.5771871,12
5.8471608,12
5.8990412,16
5.8799419,14
6.2147999,12
5.4418349,12
5.9320111,12
6.2888951,12
6.4040222,12
5.9524941,12
5.7041159,10
5.5218449,10
4.9430699,8
5.8471608,12
5.9012141,12
6.0107489,16
7.2740002,16
5.9524941,12
6.5376668,14
5.8387952,12
6.1755872,12
6.3239799,20
5.8161378,17
6.33427,12
6.3303032,18
4.918014,7
6.1463699,12
5.9524941,12
6.1347742,12
5.284277,13
5.6226978,12
6.1504798,12
5.7362361,9
6.11585,18
6.4224038,16
5.8132691,12
6.1755872,14
5.3728719,14
5.7565331,12
4.9366698,8
6.5512228,12
6.4224038,12
6.4224038,16
6.3431029,16
6.8686352,19
6.0607352,12
5.9554892,16
5.4826398,10
4.9450712,6
5.8304148,20
5.2595968,12
6.283524,8
5.8598542,11
5.4165282,8
5.9012141,12
6.209847,19
5.991715,8
6.2708788,16
5.8219361,12
5.8292398,12
6.1847429,12
5.9272041,12
6.0164008,12
6.2148581,7
6.1347742,15
6.1120219,8
6.2147999,12
5.6648951,12
6.3239799,12
6.3906598,16
5.1542921,12
5.166214,12
4.9720812,12
6.2525339,12
5.9012141,8
5.1448612,12
5.0971661,11
5.2988172,12
6.0878668,12
6.7904649,16
5.6310048,12
4.383276,12
5.4049268,8
5.5218449,12
5.4418349,12
5.704103,14
5.0853381,12
5.8582902,19
5.284277,11
3.8340609,12
4.363833,14
6.2322941,11
5.4418349,8
5.729413,13
6.2888951,20
5.9206319,12
5.8051929,9
5.749711,12
5.204464,7
5.9917049,12
5.729413,18
6.2888951,12
6.1755872,18
6.4224038,8
7.2740002,20
5.5218449,12
6.2888951,16
6.2465911,12
5.9012141,12
5.5829902,6
6.6943002,17
6.6470151,13
6.0878668,15
5.4418349,11
5.9272041,16
7.0509391,13
6.258441,12
5.257596,12
6.0012722,12
6.1755872,12
5.4418349,12
5.729413,12
5.790019,13
5.5047841,16
5.8471608,20
6.1247249,16
6.4224038,12
5.7781882,9
6.3578758,16
6.0026522,11
5.729413,12
6.8686352,16
6.9639359,17
7.1309762,12
6.7632852,19
7.0509391,16
5.9917049,12
5.790019,14
5.6648951,12
6.2525339,12
5.8471608,12
5.9322958,15
6.2224622,17
6.3970962,12
3.850812,12
5.1708121,12
5.708138,12
5.981256,12
5.9534931,12
6.1264071,13
6.0592661,20
5.5016508,14
6.1755872,14
5.9524941,11
5.5959258,8
5.5408859,12
6.5785828,20
5.1542921,8
5.8614979,14
6.0922232,12
5.9524941,10
6.2148161,20
5.729413,12
8.5174427,9
5.224978,12
7.2050781,12
5.6648951,9
6.1333981,7
5.3888078,12
6.0702491,12
5.790019,14
5.7368951,11
5.6853442,9
5.2595968,12
5.2790151,14
6.1590552,12
5.8815532,13
5.3071332,7
5.8471608,17
6.4830189,14
6.512002,12
6.203403,8
5.1770649,11
7.4875741,13
5.9220419,12
5.8471608,9
5.852015,12
6.3578758,16
5.3365211,8
3.5470719,8
6.3484521,12
6.7632852,18
6.2151079,12
5.930254,16
6.047781,17
6.1914582,16
6.137547,17
5.9524941,9
6.5942292,16
5.6554089,8
2.2329049,10
6.3867111,9
6.0006719,8
6.0702491,12
6.5520411,11
5.2595968,10
5.9012141,9
6.0955429,12
5.9524941,12
5.7463279,12
6.6539788,12
5.8471608,12
6.047781,12
6.512002,16
5.5012579,12
5.6557732,7
6.09829,12
5.7882528,12
4.3845239,9
6.1162739,12
6.1347742,10
6.1347742,12
5.8911662,13
6.3578758,16
7.0837269,16
6.2542129,10
5.2595968,9
6.1755872,12
5.8948798,12
6.3308511,18
5.2595968,14
5.9604602,12
5.3861699,12
6.2921028,16
5.729413,16
6.2888951,12
6.1051788,15
5.790019,12
6.0922232,13
4.9518919,9
5.9069848,12
6.7632852,12
2.5572269,12
6.3760891,12
5.9524941,12
6.1347742,10
7.5616822,16
5.9351592,9
6.0834908,12
4.3063149,9
6.3239799,8
5.9907432,20
6.4101429,12
6.2948432,12
5.790019,7
5.5141258,12
6.512002,12
5.8604031,12
6.1739941,12
6.5942292,16
5.8471608,9
6.0922232,12
3.8308129,16
5.8189979,12
5.790019,7
6.2488241,12
6.7178278,17
6.047781,12
6.567565,12
5.9524941,11
6.0012722,12
5.5231261,12
5.8132691,16
5.1542921,12
5.9524941,12
6.1755872,12
5.7710218,15
6.5401688,12
3.541517,12
5.790019,12
5.6964641,12
3.51898,12
6.4830189,12
5.4418349,14
6.512002,16
5.9012141,8
6.9078512,12
6.1095252,12
5.4418349,15
5.6648951,12
5.473805,12
6.1755872,16
5.3457332,8
6.512002,13
6.6265898,15
6.5539041,19
5.8767118,12
5.6845999,12
5.5603118,7
6.2237821,12
5.8427081,12
5.9524941,8
6.0012722,12
6.1574268,16
5.9148021,12
6.0870018,12
5.927259,12
6.2147999,12
5.5218449,12
6.1755872,16
5.5999222,12
6.0870018,12
7.2740002,16
6.2147999,11
6.0954962,12
5.544651,12
5.5218768,13
6.1755872,10
5.6648951,15
7.2740002,18
6.512002,17
6.0922232,15
5.380281,11
7.2740002,16
5.193512,12
5.8576579,17
6.326046,14
6.3578758,14
6.1500702,12
5.5218449,12
6.1347742,12
6.3578758,15
6.3239799,14
5.790019,12
6.3578758,17
5.5218768,14
6.1755872,16
5.9524941,12
6.091084,12
6.372858,12
6.047781,13
6.097075,12
6.1347742,12
5.9524941,12
6.1584978,16
6.817347,16
5.9524941,12
7.3966022,16
7.2740002,16
7.0509391,19
6.5942292,14
6.3481641,18
6.6455159,13
6.5852432,12
6.0922232,12
5.8086619,12
6.3243241,14
6.3356342,16
6.5401688,12
5.8471608,12
6.3239799,13
7.2740002,20
6.4040222,12
6.328115,19
5.9604602,12
6.512002,16
5.9116821,12
6.4525638,16
5.5959258,16
6.8686352,17
5.6976738,17
6.6621251,19
5.8471608,10
6.2888951,16
6.2142749,12
6.3818541,10
6.512002,15
7.31322,16
7.512208,17
6.2368588,11
6.4224038,12
6.3578758,12
5.7297249,12
6.3070731,8
6.0900469,16
5.729413,12
5.3548608,12
4.3440552,7
5.0960011,8
6.3689971,18
5.8756328,16
6.1735859,12
6.6943002,20
5.801712,12
6.6072998,17
6.4224038,14
5.8609509,13
6.0922232,12
7.0509391,12
4.4901481,10
6.3329039,16
5.0881109,0
6.774334,16
6.4522071,14
6.3802848,16
6.512002,13
6.6455159,16
5.9012141,12
5.5218449,12
6.5401688,16
6.0012722,12
6.8192391,16
6.0922232,12
5.801712,12
6.2888951,15
6.4202142,18
6.9455881,16
6.0546741,16
5.7331548,8
6.3447409,17
6.3578758,20
5.1542921,20
7.2740002,16
6.0012722,10
6.1755872,12
5.801712,12
6.0523152,14
6.0983081,12
5.9524941,12
5.9524941,12
6.7408152,16
5.8916969,13
6.2525339,10
5.9524941,12
5.9524941,12
6.006495,12
6.7073622,17
6.4236531,18
6.3906598,16
6.5942292,15
6.3101082,16
6.2147999,8
6.0012722,12
6.5139999,12
6.3578758,14
6.4604158,16
6.2894878,20
6.3896918,18
6.0878668,12
6.3239799,17
6.4224038,13
6.6943002,16
6.8686352,16
6.7632852,16
6.0922232,12
5.6648951,17
6.2342181,11
6.567565,16
6.1755872,13
6.3993311,13
7.0837269,17
6.0012722,14
6.3578758,12
6.6455159,12
5.4418349,10
6.320219,17
5.9722919,12
5.991715,12
6.6702061,18
6.3104429,13
6.7919769,19
6.3970962,11
6.047781,10
6.0891762,16
6.3970962,16
5.8218498,12
6.9878941,16
6.3906598,16
6.007915,20
7.2050781,16
6.1755872,11
6.4224038,18
5.9524941,12
6.3100929,12
6.9630952,16
6.512002,14
6.684732,16
6.338016,20
6.561914,16
3.1822121,12
6.2525339,12
5.451468,9
6.047781,12
6.1815681,12
6.8999362,16
6.2376108,12
5.9917049,12
6.2888951,12
6.5981679,12
6.2350111,8
5.6108088,13
5.407948,14
6.4830189,15
6.3239799,10
5.9524941,11
6.2148581,12
6.2413621,12
6.1347742,11
6.2981901,12
5.6396141,19
6.2147999,14
6.081315,11
6.6202011,19
5.4067979,10
6.1739941,16
6.0595269,12
6.1195478,11
6.047781,14
1.464857,12
5.8911662,15
6.2525339,12
5.9524941,16
5.4418349,12
5.9524941,16
5.790019,16
5.288372,12
7.2740002,16
6.4136372,19
5.3178372,12
5.8471608,14
6.1331272,16
5.6648951,20
5.9820452,12
6.1755872,14
5.1542921,13
6.2147999,12
5.0365782,16
6.1347742,15
4.7889791,6
5.6061702,20
6.03262,16
5.7452712,12
5.0365782,11
5.8246951,12
6.3239799,17
5.8359909,14
